FECHA,CO,NO,NO2,NOX,O3,SO2,PM10
15/05/2010,-99,-99,-99,-99,-99,-99,-99
15/05/2010,2.2,30,58,88,30,5,22
15/05/2010,1.8,16,51,67,56,4,26
15/05/2010,1.3,5,39,43,76,3,9
15/05/2010,1.2,3,31,34,92,4,32
15/05/2010,1.2,2,28,30,116,4,32
15/05/2010,1.0,2,23,24,98,4,5
15/05/2010,0.7,0,16,15,69,10,70
15/05/2010,0.6,0,8,6,66,11,42
15/05/2010,0.9,2,22,23,50,6,47
15/05/2010,1.1,7,35,42,34,4,27
15/05/2010,1.4,13,43,56,18,4,34
15/05/2010,1.7,25,48,73,7,5,26
