FECHA,CO,NO,NO2,NOX,O3,SO2,PM10
04/11/2010,1.1,11,12,24,42,4,27
04/11/2010,0.9,9,15,24,49,4,39
04/11/2010,0.9,7,16,23,54,5,45
04/11/2010,1.0,9,16,24,56,5,45
04/11/2010,1.1,8,13,21,52,5,30
04/11/2010,1.2,13,17,31,43,4,44
04/11/2010,1.0,10,17,27,43,4,46
04/11/2010,1.3,11,23,34,29,4,53
04/11/2010,1.5,11,30,41,17,6,60
04/11/2010,1.4,13,32,45,13,4,45
04/11/2010,1.1,7,23,30,21,5,26
04/11/2010,1.2,12,35,47,11,5,11
04/11/2010,1.5,32,33,66,9,4,48
04/11/2010,1.9,33,34,66,4,4,30
05/11/2010,1.7,25,27,52,4,4,19
05/11/2010,1.5,8,23,31,9,3,8
05/11/2010,1.2,2,15,17,20,3,1
05/11/2010,1.0,2,14,16,23,3,-99
05/11/2010,0.9,3,14,17,25,3,2
05/11/2010,1.3,16,26,43,11,3,9
05/11/2010,2.2,78,38,116,3,5,31
05/11/2010,3.2,131,42,173,6,8,42
05/11/2010,1.6,37,32,69,18,15,48
05/11/2010,1.5,32,31,62,26,12,51
05/11/2010,1.4,23,29,53,36,8,30
05/11/2010,1.2,12,22,34,52,5,36
05/11/2010,1.2,14,27,41,50,6,52
05/11/2010,1.0,8,18,26,60,4,56
05/11/2010,1.0,7,17,23,65,4,62
05/11/2010,1.0,6,18,24,65,5,63
05/11/2010,1.1,7,24,31,55,5,73
05/11/2010,1.2,7,27,33,42,13,85
05/11/2010,1.2,2,33,35,26,51,77
05/11/2010,1.0,1,30,32,22,67,61
05/11/2010,1.1,5,27,32,21,60,52
05/11/2010,1.1,2,28,30,18,94,48
05/11/2010,1.0,4,39,43,8,191,51
05/11/2010,1.0,6,36,43,9,138,43
06/11/2010,1.5,21,34,55,5,76,40
06/11/2010,1.5,25,32,57,3,39,34
06/11/2010,1.5,19,31,50,3,24,30
06/11/2010,1.4,13,28,41,5,17,29
06/11/2010,1.6,25,31,56,2,13,34
06/11/2010,1.8,32,31,63,2,11,34
06/11/2010,2.2,76,32,108,2,11,42
06/11/2010,2.9,113,34,147,4,13,55
06/11/2010,2.0,60,37,97,11,11,41
06/11/2010,2.0,51,45,96,18,11,44
06/11/2010,1.8,26,35,61,33,7,17
06/11/2010,1.2,14,22,36,43,4,32
06/11/2010,1.1,12,20,32,44,5,43
06/11/2010,1.0,10,20,31,49,7,61
06/11/2010,1.0,8,16,25,55,5,58
06/11/2010,0.9,12,20,32,50,7,80
06/11/2010,0.9,8,19,27,46,7,73
06/11/2010,0.9,8,21,29,33,4,92
06/11/2010,1.2,12,29,41,14,4,69
06/11/2010,1.1,6,22,29,18,4,55
06/11/2010,1.1,6,26,33,14,10,57
06/11/2010,0.9,3,23,26,16,34,47
06/11/2010,1.1,8,25,33,12,32,31
06/11/2010,1.5,35,29,65,4,16,30
07/11/2010,1.6,32,29,61,3,12,23
07/11/2010,1.7,35,28,63,2,8,33
07/11/2010,1.8,48,28,76,2,8,25
07/11/2010,1.4,29,26,54,2,6,17
07/11/2010,1.1,11,19,30,6,5,14
07/11/2010,1.3,19,21,41,2,4,18
07/11/2010,1.3,27,23,50,2,5,21
07/11/2010,2.1,68,26,93,4,6,34
07/11/2010,1.7,37,25,62,14,10,29
07/11/2010,1.3,18,19,37,25,14,28
07/11/2010,1.1,13,14,27,32,8,22
07/11/2010,1.1,10,14,24,38,7,24
07/11/2010,1.0,9,14,22,44,7,35
07/11/2010,0.9,6,12,18,51,6,23
07/11/2010,0.9,5,11,16,57,5,38
07/11/2010,0.9,5,13,18,56,9,51
07/11/2010,1.0,7,18,25,49,7,57
07/11/2010,0.9,3,16,19,41,15,62
07/11/2010,1.0,2,18,20,27,14,51
07/11/2010,1.1,3,19,22,23,19,43
07/11/2010,1.0,1,17,18,23,38,42
07/11/2010,1.0,1,18,19,21,51,36
07/11/2010,1.0,3,20,22,18,88,30
07/11/2010,1.5,21,26,47,7,52,26
08/11/2010,1.3,13,26,39,6,30,25
08/11/2010,1.2,5,25,30,4,19,18
08/11/2010,1.2,3,22,25,6,12,16
08/11/2010,1.1,3,21,25,6,11,20
08/11/2010,1.2,9,24,32,3,9,18
08/11/2010,1.7,68,28,96,2,8,36
08/11/2010,2.9,122,24,146,2,8,50
08/11/2010,3.9,167,34,201,3,13,80
08/11/2010,3.4,127,45,172,6,19,86
08/11/2010,3.3,103,68,171,12,18,83
08/11/2010,3.0,67,75,142,23,14,69
08/11/2010,2.0,33,56,89,37,9,30
08/11/2010,1.4,24,36,60,36,7,18
08/11/2010,1.1,15,25,40,44,6,-99
08/11/2010,1.0,7,18,25,55,5,36
08/11/2010,1.0,8,22,31,53,5,33
08/11/2010,1.0,10,28,38,49,14,61
08/11/2010,1.2,15,34,49,28,46,57
08/11/2010,2.0,61,54,115,5,84,90
08/11/2010,1.0,6,35,40,16,23,61
08/11/2010,2.0,62,41,102,11,34,68
08/11/2010,3.6,163,45,208,3,32,76
08/11/2010,2.2,82,40,121,3,29,55
08/11/2010,1.4,27,38,66,4,43,48
09/11/2010,1.1,14,33,46,8,38,30
09/11/2010,1.1,12,35,47,4,26,30
09/11/2010,0.7,7,21,27,16,14,22
09/11/2010,0.6,1,15,16,19,9,13
09/11/2010,0.8,3,19,22,13,8,16
09/11/2010,1.3,36,29,65,3,7,29
09/11/2010,2.8,147,32,180,2,10,63
09/11/2010,4.6,234,39,273,3,12,117
09/11/2010,3.4,129,52,182,7,15,95
09/11/2010,4.0,129,107,236,15,40,144
09/11/2010,3.2,74,102,175,29,15,96
09/11/2010,2.0,29,68,97,45,10,60
09/11/2010,1.6,22,57,79,52,9,52
09/11/2010,1.7,12,38,50,64,7,53
09/11/2010,1.6,10,38,48,72,7,60
09/11/2010,1.3,8,30,38,75,6,52
09/11/2010,1.3,8,30,38,64,8,65
09/11/2010,1.8,15,47,62,33,23,89
09/11/2010,2.2,45,68,113,6,38,101
09/11/2010,2.9,87,64,152,4,30,111
09/11/2010,2.6,63,56,119,6,20,93
09/11/2010,3.5,136,56,192,2,18,86
09/11/2010,2.6,94,48,142,2,14,67
09/11/2010,1.4,21,42,63,6,19,46
10/11/2010,1.3,24,39,63,6,26,41
10/11/2010,1.2,11,34,45,8,23,38
10/11/2010,1.1,4,28,31,12,17,30
10/11/2010,1.0,2,23,25,14,10,26
10/11/2010,1.1,3,26,29,15,9,23
10/11/2010,1.5,24,34,59,6,9,36
10/11/2010,3.4,172,41,214,2,9,80
10/11/2010,5.2,252,43,295,3,12,132
10/11/2010,3.8,132,60,191,7,9,94
10/11/2010,3.9,105,94,199,17,11,130
10/11/2010,3.0,45,85,130,36,9,95
10/11/2010,2.0,27,59,86,47,9,70
10/11/2010,1.1,11,27,38,54,6,50
10/11/2010,1.2,8,25,32,64,7,55
10/11/2010,1.2,7,26,33,76,9,77
10/11/2010,1.2,6,29,36,79,29,89
10/11/2010,1.1,9,31,40,57,30,81
10/11/2010,1.2,10,41,50,41,14,93
10/11/2010,1.5,6,54,61,26,14,111
10/11/2010,1.7,11,58,69,12,13,100
10/11/2010,1.6,8,47,55,11,7,87
10/11/2010,2.3,58,44,102,9,8,68
10/11/2010,2.7,75,48,123,3,11,66
10/11/2010,1.9,33,41,73,5,9,48
11/11/2010,1.3,14,32,46,12,7,38
11/11/2010,1.2,5,26,32,16,6,23
11/11/2010,1.2,1,25,26,17,5,25
11/11/2010,1.4,3,24,26,15,5,26
11/11/2010,1.6,9,31,40,5,5,31
11/11/2010,1.6,21,30,51,5,5,23
11/11/2010,2.7,124,35,160,2,7,61
11/11/2010,4.7,225,40,265,2,10,119
11/11/2010,3.8,147,54,200,6,9,103
11/11/2010,4.0,107,94,201,15,11,138
11/11/2010,3.2,46,102,147,39,10,107
11/11/2010,2.3,25,66,92,54,6,71
11/11/2010,1.2,12,36,48,59,6,50
11/11/2010,1.1,8,25,34,65,5,45
11/11/2010,1.4,10,27,37,68,5,58
11/11/2010,1.3,7,28,35,70,9,77
11/11/2010,1.2,8,26,34,55,10,74
11/11/2010,1.4,9,33,42,36,6,94
11/11/2010,1.6,11,48,59,15,7,99
11/11/2010,1.5,16,36,52,20,18,76
11/11/2010,2.6,72,42,114,6,24,64
11/11/2010,3.0,111,41,153,2,22,68
11/11/2010,2.7,102,38,140,2,23,52
11/11/2010,1.6,37,34,71,3,24,35
12/11/2010,1.3,26,32,59,4,17,22
12/11/2010,1.2,17,32,48,3,10,21
12/11/2010,1.1,5,27,31,7,7,16
12/11/2010,1.0,2,21,24,12,6,10
12/11/2010,1.2,9,23,32,8,6,14
12/11/2010,1.8,38,31,69,3,6,27
12/11/2010,3.4,151,33,184,2,8,64
12/11/2010,5.6,287,37,325,2,12,131
12/11/2010,5.3,225,64,289,4,15,135
12/11/2010,3.9,96,100,196,16,21,130
12/11/2010,3.8,68,114,182,27,29,113
12/11/2010,2.6,27,76,103,51,21,85
12/11/2010,1.8,16,43,58,60,13,63
12/11/2010,1.6,8,29,37,69,12,60
12/11/2010,1.6,6,28,33,78,13,77
12/11/2010,1.5,7,33,39,74,66,94
12/11/2010,1.6,7,30,36,66,42,91
12/11/2010,1.6,10,40,49,40,29,82
12/11/2010,2.0,13,56,69,16,15,92
12/11/2010,1.8,10,43,53,18,9,87
12/11/2010,1.7,7,42,49,15,7,62
12/11/2010,2.4,53,41,95,12,8,64
12/11/2010,3.7,141,48,190,2,11,79
12/11/2010,2.7,81,45,126,1,9,66
13/11/2010,2.1,48,42,90,3,8,48
13/11/2010,1.8,16,37,53,6,6,30
13/11/2010,1.8,25,39,64,6,6,34
13/11/2010,1.5,7,31,38,10,5,22
13/11/2010,1.7,11,32,43,6,5,25
13/11/2010,1.9,29,34,62,4,5,27
13/11/2010,2.3,66,37,103,2,5,39
13/11/2010,3.3,123,38,161,3,7,69
13/11/2010,2.9,87,43,130,7,10,85
13/11/2010,2.5,67,51,118,15,59,97
13/11/2010,1.9,39,46,86,25,86,68
13/11/2010,1.7,29,43,71,33,66,62
13/11/2010,1.4,18,33,51,41,35,45
13/11/2010,1.4,12,31,43,52,20,60
13/11/2010,1.3,9,26,34,61,27,73
13/11/2010,1.3,6,27,32,66,44,83
13/11/2010,1.3,6,29,35,56,50,95
13/11/2010,1.4,4,30,34,43,17,81
13/11/2010,1.3,1,31,31,34,50,93
13/11/2010,1.1,0,27,27,23,76,93
13/11/2010,1.3,4,29,33,12,53,74
13/11/2010,1.4,5,31,36,7,59,62
13/11/2010,2.1,50,36,87,2,52,70
13/11/2010,1.8,26,35,61,2,56,60
14/11/2010,2.0,38,34,72,2,44,50
14/11/2010,2.0,43,32,75,1,30,55
14/11/2010,2.3,60,32,91,1,22,58
14/11/2010,1.9,30,31,61,1,16,59
14/11/2010,1.8,27,30,57,1,11,54
14/11/2010,1.9,21,30,51,1,9,48
14/11/2010,2.2,47,28,74,1,7,57
14/11/2010,2.9,85,32,116,2,12,80
14/11/2010,2.8,57,42,99,8,23,96
14/11/2010,2.6,38,56,94,24,22,108
14/11/2010,2.6,20,66,85,51,15,111
14/11/2010,2.4,9,53,62,82,11,91
14/11/2010,1.9,2,34,37,106,9,76
14/11/2010,1.9,1,30,30,135,8,77
14/11/2010,1.9,0,33,33,151,8,76
14/11/2010,1.9,1,34,34,152,8,71
14/11/2010,2.0,3,40,42,122,8,68
14/11/2010,2.3,5,56,61,96,8,95
14/11/2010,2.3,21,53,74,22,7,56
14/11/2010,2.5,36,41,77,10,6,73
14/11/2010,2.8,66,45,110,7,8,53
14/11/2010,2.8,57,42,99,4,7,59
14/11/2010,2.9,59,48,106,1,7,77
14/11/2010,2.8,42,49,91,1,6,72
15/11/2010,2.4,32,46,77,1,5,62
15/11/2010,1.8,13,36,49,3,5,45
15/11/2010,1.5,4,26,30,5,4,24
15/11/2010,1.4,1,21,22,9,4,27
15/11/2010,1.4,0,20,20,9,4,21
15/11/2010,1.6,6,22,28,5,4,31
15/11/2010,2.1,36,28,64,1,4,37
15/11/2010,3.0,83,31,114,2,6,76
15/11/2010,2.4,46,37,83,10,8,63
15/11/2010,1.9,25,35,60,26,6,43
15/11/2010,1.4,8,22,30,43,5,27
15/11/2010,1.6,8,25,33,54,5,38
15/11/2010,1.7,6,26,33,64,5,31
15/11/2010,1.2,1,9,9,50,3,12
15/11/2010,1.2,2,7,10,44,4,45
15/11/2010,1.2,2,8,10,45,4,30
15/11/2010,1.3,4,10,14,35,4,-99
15/11/2010,1.3,3,12,15,30,3,36
15/11/2010,1.7,15,23,38,15,4,64
15/11/2010,1.8,16,24,40,16,4,38
15/11/2010,2.4,40,35,75,3,5,55
15/11/2010,2.5,40,37,77,2,5,39
15/11/2010,2.8,67,35,102,1,6,51
15/11/2010,2.5,54,33,88,1,5,43
16/11/2010,2.1,37,33,70,1,5,36
16/11/2010,1.8,18,33,50,1,4,31
16/11/2010,1.6,9,30,39,2,4,17
16/11/2010,1.6,5,29,34,2,4,29
16/11/2010,1.5,5,26,31,2,3,22
16/11/2010,2.0,35,30,65,1,3,42
16/11/2010,3.3,122,30,152,1,5,56
16/11/2010,4.2,150,39,188,2,7,69
16/11/2010,2.8,75,42,116,7,7,98
16/11/2010,2.8,63,59,122,15,8,104
16/11/2010,-99,-99,-99,-99,-99,-99,-99
16/11/2010,-99,-99,-99,-99,-99,-99,-99
16/11/2010,-99,-99,-99,-99,-99,-99,72
16/11/2010,-99,-99,-99,-99,-99,-99,70
16/11/2010,-99,9,45,54,80,6,76
16/11/2010,-99,3,43,47,95,6,90
16/11/2010,-99,-99,-99,-99,-99,-99,-99
16/11/2010,-99,-99,-99,-99,-99,-99,-99
16/11/2010,3.0,62,106,168,14,9,142
16/11/2010,1.3,10,55,65,38,18,107
16/11/2010,1.6,27,55,81,16,14,104
16/11/2010,0.7,1,27,28,23,10,87
16/11/2010,0.8,5,32,37,14,10,68
16/11/2010,1.2,24,39,63,6,9,68
17/11/2010,1.1,16,39,55,4,8,66
17/11/2010,0.8,6,33,39,7,6,60
17/11/2010,0.6,3,27,29,10,5,50
17/11/2010,0.5,1,23,23,11,4,38
17/11/2010,0.6,4,22,26,11,4,35
17/11/2010,0.8,14,29,43,4,4,37
17/11/2010,1.8,84,35,119,1,5,50
17/11/2010,3.6,188,38,226,2,8,108
17/11/2010,2.4,98,46,143,9,9,101
17/11/2010,2.0,57,57,115,18,7,84
17/11/2010,2.4,43,82,125,31,7,-99
17/11/2010,1.8,19,64,84,56,6,-99
17/11/2010,1.3,12,47,59,70,5,50
17/11/2010,1.2,11,51,61,77,6,65
17/11/2010,1.1,8,44,52,86,6,63
17/11/2010,0.7,3,29,32,90,5,59
17/11/2010,0.7,4,27,31,78,4,65
17/11/2010,0.9,9,43,51,46,5,71
17/11/2010,2.0,43,68,111,11,9,93
17/11/2010,2.2,66,54,120,11,20,98
17/11/2010,2.5,74,59,133,3,17,115
17/11/2010,1.0,7,41,48,17,11,105
17/11/2010,0.6,0,24,23,32,36,73
17/11/2010,0.5,0,29,28,23,121,62
18/11/2010,0.4,0,19,18,34,81,45
18/11/2010,0.4,0,12,11,39,38,35
18/11/2010,0.4,0,16,15,34,35,32
18/11/2010,0.4,0,17,17,36,60,44
18/11/2010,0.4,0,23,22,24,95,50
18/11/2010,0.5,3,23,26,21,51,45
18/11/2010,0.9,16,38,54,8,23,48
18/11/2010,1.0,17,36,53,17,15,46
18/11/2010,0.7,9,22,31,33,10,38
18/11/2010,0.6,8,19,27,38,7,34
18/11/2010,0.6,12,21,33,38,6,40
18/11/2010,0.6,7,22,28,39,5,43
18/11/2010,0.6,7,20,26,40,5,52
18/11/2010,0.7,10,25,34,34,5,51
18/11/2010,0.7,12,27,39,26,5,111
18/11/2010,0.7,12,25,36,23,5,48
18/11/2010,0.6,8,22,30,24,4,46
18/11/2010,0.4,3,21,24,22,5,47
18/11/2010,0.4,1,22,23,21,7,45
18/11/2010,0.6,7,25,32,17,7,34
18/11/2010,0.7,8,28,36,14,8,31
18/11/2010,0.6,5,23,28,17,5,19
18/11/2010,0.6,3,22,25,19,4,13
18/11/2010,0.5,1,19,20,21,4,8
19/11/2010,0.5,1,17,17,23,3,5
19/11/2010,0.4,0,13,13,27,4,2
19/11/2010,0.4,0,10,10,29,3,-99
19/11/2010,0.4,0,10,11,26,3,1
19/11/2010,0.5,3,15,18,20,3,4
19/11/2010,0.6,6,24,30,17,3,6
19/11/2010,0.6,1,21,22,22,4,6
19/11/2010,0.6,1,21,22,24,4,14
19/11/2010,0.6,6,13,19,29,4,15
19/11/2010,0.7,15,15,30,29,4,17
19/11/2010,0.8,13,18,32,33,4,16
19/11/2010,0.9,18,27,45,35,5,28
19/11/2010,1.1,16,32,49,48,5,34
19/11/2010,1.0,9,29,38,62,5,30
19/11/2010,1.0,8,33,41,70,4,42
19/11/2010,0.8,5,25,30,75,4,43
19/11/2010,1.1,12,40,52,49,4,44
19/11/2010,0.8,5,28,33,35,4,56
19/11/2010,0.9,12,44,56,17,53,85
19/11/2010,0.8,11,34,45,16,17,84
19/11/2010,0.8,11,33,45,12,5,48
19/11/2010,0.7,2,27,28,17,6,46
19/11/2010,0.7,3,25,28,17,6,40
19/11/2010,0.9,17,31,47,9,7,33
20/11/2010,0.7,9,27,35,13,8,22
20/11/2010,1.2,33,34,66,3,6,27
20/11/2010,0.7,12,28,39,7,4,21
20/11/2010,0.8,11,26,37,6,4,17
20/11/2010,0.8,8,23,31,11,4,16
20/11/2010,1.0,19,30,50,5,4,19
20/11/2010,1.6,61,32,93,2,4,28
20/11/2010,2.4,111,38,149,3,6,50
20/11/2010,1.9,71,35,106,9,6,52
20/11/2010,1.5,42,37,80,17,8,49
20/11/2010,1.2,21,35,57,35,10,38
20/11/2010,1.0,15,34,49,45,7,45
20/11/2010,0.7,6,24,30,60,7,53
20/11/2010,0.8,7,28,34,73,8,58
20/11/2010,0.7,3,23,26,83,8,62
20/11/2010,0.7,3,23,26,89,8,52
20/11/2010,0.6,1,22,23,97,8,50
20/11/2010,0.7,3,37,40,64,9,76
20/11/2010,0.7,3,34,37,37,12,75
20/11/2010,0.7,10,35,46,17,5,83
20/11/2010,0.6,1,31,32,18,4,38
20/11/2010,0.5,1,25,26,23,5,53
20/11/2010,0.8,13,30,43,15,6,46
20/11/2010,1.1,30,35,65,10,5,41
21/11/2010,1.4,58,37,95,6,5,36
21/11/2010,0.9,24,34,57,11,4,25
21/11/2010,1.1,26,37,63,6,4,28
21/11/2010,0.8,15,32,47,9,4,25
21/11/2010,0.5,3,24,27,17,4,23
21/11/2010,0.6,6,26,32,15,4,31
21/11/2010,1.3,44,35,79,2,4,34
21/11/2010,1.6,56,39,94,5,5,46
21/11/2010,2.0,62,41,103,8,5,60
21/11/2010,2.1,62,66,128,17,8,64
21/11/2010,1.3,29,55,83,36,6,52
21/11/2010,0.6,12,31,44,53,8,37
21/11/2010,0.5,11,33,44,61,12,58
21/11/2010,0.4,3,20,24,81,9,47
21/11/2010,0.5,5,28,33,94,8,53
21/11/2010,0.6,3,29,32,100,7,52
21/11/2010,0.8,6,39,44,78,6,47
21/11/2010,1.7,29,76,104,32,7,103
21/11/2010,1.2,8,50,58,43,8,77
21/11/2010,0.6,4,33,37,27,5,71
21/11/2010,0.6,1,31,32,24,5,61
21/11/2010,0.5,0,23,23,32,6,56
21/11/2010,0.3,2,18,19,37,6,38
21/11/2010,0.6,9,31,40,22,6,36
22/11/2010,0.7,5,30,36,19,5,31
22/11/2010,0.5,2,22,24,25,5,27
22/11/2010,0.3,1,16,17,29,4,24
22/11/2010,0.3,1,15,16,30,4,21
22/11/2010,0.5,3,20,23,22,4,27
22/11/2010,1.1,40,35,75,4,4,40
22/11/2010,2.7,161,38,199,2,6,68
22/11/2010,4.5,229,44,273,2,9,118
22/11/2010,3.4,147,57,204,5,8,100
22/11/2010,2.9,98,79,176,12,9,88
22/11/2010,2.1,44,76,120,35,10,80
22/11/2010,1.3,16,51,67,55,7,54
22/11/2010,1.0,15,51,66,54,9,71
22/11/2010,0.6,7,27,34,77,9,56
22/11/2010,0.5,3,21,24,91,8,67
22/11/2010,0.5,4,23,26,89,7,62
22/11/2010,0.5,3,23,26,75,7,61
22/11/2010,0.8,7,43,50,52,9,82
22/11/2010,0.9,7,48,54,45,15,102
22/11/2010,0.8,8,41,49,25,7,68
22/11/2010,1.1,31,46,77,14,6,47
22/11/2010,2.2,86,49,135,4,7,67
22/11/2010,1.3,46,41,88,8,6,48
22/11/2010,1.1,30,41,71,6,5,40
23/11/2010,0.5,6,27,33,21,4,26
23/11/2010,0.5,3,29,32,18,4,29
23/11/2010,0.5,1,29,31,16,4,27
23/11/2010,0.5,1,29,30,14,4,31
23/11/2010,0.5,2,27,29,15,4,26
23/11/2010,0.8,22,35,57,6,4,34
23/11/2010,2.2,146,39,185,2,6,63
23/11/2010,4.9,268,49,317,2,10,122
23/11/2010,3.0,139,52,191,5,8,98
23/11/2010,1.5,43,50,93,20,6,61
23/11/2010,1.2,36,53,88,31,7,58
23/11/2010,0.8,25,50,75,42,8,55
23/11/2010,0.4,9,25,34,54,7,41
23/11/2010,0.3,5,18,24,65,7,53
23/11/2010,0.4,5,23,27,79,8,66
23/11/2010,0.2,2,15,18,76,7,57
23/11/2010,0.4,4,25,29,64,11,76
23/11/2010,0.4,7,31,38,44,10,86
23/11/2010,0.7,12,40,52,18,12,78
23/11/2010,0.7,11,38,49,21,27,78
23/11/2010,0.4,2,29,31,21,17,64
23/11/2010,0.2,1,21,23,24,17,55
23/11/2010,0.3,9,22,31,20,23,46
23/11/2010,0.8,28,37,64,3,61,51
24/11/2010,0.6,19,32,51,5,54,38
24/11/2010,0.4,8,24,32,11,25,18
24/11/2010,0.2,2,21,23,12,15,23
24/11/2010,0.2,2,23,26,9,12,22
24/11/2010,0.3,4,25,29,6,8,24
24/11/2010,0.7,34,30,64,2,8,33
24/11/2010,2.1,143,32,174,2,9,57
24/11/2010,3.7,224,37,262,2,14,93
24/11/2010,3.0,158,46,204,5,13,108
24/11/2010,-99,-99,-99,-99,-99,-99,-99
24/11/2010,3.0,70,119,189,29,20,128
24/11/2010,1.8,27,84,111,55,13,77
24/11/2010,1.1,16,57,73,64,12,58
24/11/2010,1.3,14,53,67,71,10,45
24/11/2010,1.2,7,46,53,89,9,56
24/11/2010,1.0,7,48,56,90,8,53
24/11/2010,1.0,6,50,55,98,8,54
24/11/2010,2.0,50,75,126,42,8,72
24/11/2010,2.5,84,72,155,3,8,115
24/11/2010,0.9,10,49,59,18,6,78
24/11/2010,0.8,11,44,55,20,15,81
24/11/2010,1.0,23,41,64,17,15,104
24/11/2010,1.8,70,50,120,5,14,104
24/11/2010,1.2,42,46,88,5,13,72
25/11/2010,0.9,25,45,70,3,11,64
25/11/2010,0.6,10,39,49,5,8,53
25/11/2010,0.3,3,29,33,11,7,42
25/11/2010,0.3,1,27,28,14,8,45
25/11/2010,0.5,7,34,41,5,7,47
25/11/2010,0.7,24,35,60,2,6,45
25/11/2010,2.1,154,38,192,2,8,76
25/11/2010,4.2,271,46,316,2,12,121
25/11/2010,2.6,118,51,169,5,10,98
25/11/2010,3.1,113,86,199,11,16,116
25/11/2010,2.7,59,106,165,27,12,126
25/11/2010,1.6,19,70,89,59,10,94
25/11/2010,1.2,11,54,65,86,10,89
25/11/2010,1.1,9,49,58,92,8,70
25/11/2010,0.9,5,43,48,103,8,61
25/11/2010,0.6,2,34,35,107,7,61
25/11/2010,0.6,5,32,37,78,6,89
25/11/2010,0.2,4,17,20,37,4,45
25/11/2010,0.7,13,29,42,26,5,61
25/11/2010,0.7,16,29,45,19,5,52
25/11/2010,1.3,49,38,87,6,6,60
25/11/2010,1.8,76,44,119,2,6,49
25/11/2010,1.9,83,42,125,3,6,54
25/11/2010,1.1,46,39,85,5,6,43
26/11/2010,0.8,22,36,58,4,5,33
26/11/2010,0.5,7,30,37,9,4,32
26/11/2010,0.5,4,27,31,12,4,29
26/11/2010,0.3,1,22,22,19,4,29
26/11/2010,0.3,0,20,20,21,4,27
26/11/2010,0.6,19,32,51,11,4,39
26/11/2010,2.4,146,40,186,2,6,65
26/11/2010,4.4,264,46,310,2,9,123
26/11/2010,3.5,181,54,235,4,9,135
26/11/2010,2.4,81,74,155,12,11,94
26/11/2010,1.4,27,56,83,37,7,64
26/11/2010,0.9,14,41,55,50,6,-99
26/11/2010,0.7,13,37,50,56,6,-99
26/11/2010,0.9,12,45,56,69,6,47
26/11/2010,0.8,6,36,42,76,5,50
26/11/2010,0.5,5,29,33,82,5,47
26/11/2010,0.8,6,43,50,63,5,53
26/11/2010,1.1,22,61,83,37,6,79
26/11/2010,2.7,96,89,183,6,9,138
26/11/2010,0.5,6,31,36,22,5,176
26/11/2010,0.3,1,23,23,26,5,92
26/11/2010,0.3,1,24,25,20,12,80
26/11/2010,0.2,0,23,22,16,41,67
26/11/2010,0.2,0,24,23,13,57,65
27/11/2010,0.3,1,22,23,16,50,60
27/11/2010,0.7,14,29,42,7,32,60
27/11/2010,0.8,19,28,47,2,14,59
27/11/2010,0.8,12,26,39,1,10,61
27/11/2010,0.9,22,26,49,1,9,64
27/11/2010,1.0,33,27,60,1,10,67
27/11/2010,1.4,55,25,81,1,9,77
27/11/2010,1.8,82,29,111,2,11,95
27/11/2010,1.3,60,35,95,3,16,112
27/11/2010,1.6,66,46,112,9,14,129
27/11/2010,1.5,45,59,104,20,11,132
27/11/2010,1.3,24,57,80,39,10,127
27/11/2010,1.0,16,46,61,47,8,93
27/11/2010,0.8,8,33,41,63,7,60
27/11/2010,0.7,6,32,38,78,6,63
27/11/2010,0.5,2,27,28,90,7,75
27/11/2010,0.6,5,32,37,68,8,92
27/11/2010,0.7,10,44,54,33,20,96
27/11/2010,0.8,5,53,58,19,44,109
27/11/2010,0.6,6,35,40,32,40,99
27/11/2010,1.9,74,61,135,4,34,95
27/11/2010,2.1,71,57,128,2,31,100
27/11/2010,2.4,90,52,143,3,31,86
27/11/2010,2.0,74,48,121,2,27,85
28/11/2010,1.4,39,45,84,1,22,76
28/11/2010,1.1,25,44,69,3,19,67
28/11/2010,1.5,47,42,88,2,17,67
28/11/2010,1.1,22,37,60,2,11,63
28/11/2010,0.9,19,36,54,3,10,61
28/11/2010,0.9,11,36,47,3,10,61
28/11/2010,1.2,30,33,63,1,8,58
28/11/2010,1.7,54,36,90,2,9,75
28/11/2010,2.5,80,44,124,5,14,101
28/11/2010,2.3,52,77,129,21,13,111
28/11/2010,1.3,16,53,69,51,13,80
28/11/2010,0.9,7,38,45,71,10,66
28/11/2010,0.6,3,25,28,85,9,54
28/11/2010,0.3,1,16,16,90,7,46
28/11/2010,0.2,0,9,9,75,5,34
28/11/2010,0.3,2,18,20,71,6,41
28/11/2010,0.5,2,25,29,61,6,58
28/11/2010,1.0,7,47,53,38,7,101
28/11/2010,1.1,17,46,63,24,7,74
28/11/2010,1.4,38,46,84,14,7,60
28/11/2010,1.0,23,37,60,15,6,57
28/11/2010,1.2,10,56,66,4,6,80
28/11/2010,2.0,53,60,113,1,7,73
28/11/2010,1.8,48,55,103,1,6,66
29/11/2010,1.5,31,50,80,1,5,57
29/11/2010,1.2,13,46,60,1,5,53
29/11/2010,1.0,5,41,46,2,4,50
29/11/2010,0.9,4,39,43,3,4,50
29/11/2010,0.9,3,36,40,4,4,41
29/11/2010,1.1,20,36,56,2,4,46
29/11/2010,1.8,79,37,116,1,5,59
29/11/2010,3.9,219,41,259,2,8,118
29/11/2010,3.5,168,53,220,4,10,134
29/11/2010,1.9,78,62,140,10,10,104
29/11/2010,1.8,62,71,133,18,10,101
29/11/2010,-99,-99,-99,-99,-99,-99,74
29/11/2010,-99,-99,-99,-99,-99,-99,66
29/11/2010,-99,-99,-99,-99,-99,-99,75
29/11/2010,1.3,8,53,61,94,6,73
